	1990-t	1990-h	1991-t	1991-h	1992-t	1992-h	1993-t	1993-h	1994-t	1994--h	1995-t	1995-h	1996-t	1996-h	1997-t	1997-h	1998-t	1998-h	1999-t	1999-h	2000-t	2000-h	2001-t	2001-h	2022-t	2002-h	2003-t	2003-h	2004-t	2004-h	2005-t	2005-h	2006-t	2006-h	2007-t	2007-h	2008-t	2008-h	2009-t	2009-h	2010-t	2010-h
San Mateo Yoloxochitlán	2	0	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	3	1	0	0	2	0	1	1	2	0	2	1	3	0	0	0
San Mateo Etlatongo	4	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	2	1	0	0	2	0	0	0	0	0	0	0	1	0
San Mateo Nejápam	2	2	1	0	3	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	2	3	2	2	0	2	2	0	0	0	0
San Mateo Peñasco	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	4	2	0	0	0	0	4	0	2	0	0	0
San Mateo Piñas	3	1	1	1	5	4	3	3	4	2	9	5	9	6	8	3	8	8	2	1	2	1	3	3	3	2	2	0	4	2	3	0	1	1	3	2	3	2	1	1	1	1
San Mateo Río Hondo	0	0	0	0	2	2	1	1	2	1	3	0	1	0	1	0	2	1	4	3	7	3	2	1	3	0	1	0	5	2	4	1	1	0	4	0	3	2	0	0	2	0
San Mateo Sindihui	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0
San Mateo Tlapiltepec	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
San Melchor Betaza	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
San Miguel Achiutla	0	0	0	0	1	1	0	0	4	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0
San Miguel Ahuehuetitlán	0	0	1	1	1	1	4	3	1	0	3	1	4	3	1	1	2	0	1	1	1	0	1	0	2	1	1	1	0	0	3	1	1	0	2	0	0	0	0	0	2	0
San Miguel Aloápam	2	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	2	0	0	0	4	3	0	0	1	0	0	0
San Miguel Amatitlán	7	0	4	3	3	0	5	2	1	1	2	1	4	1	3	2	3	0	4	1	4	0	3	0	1	1	7	1	2	1	3	0	1	0	2	1	3	0	3	0	3	0
San Miguel Amatlán	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
San Miguel Coatlán	0	0	3	0	3	1	0	0	2	1	3	3	2	1	3	1	2	0	0	0	0	0	5	2	0	0	3	0	1	1	1	0	1	0	1	0	5	3	6	1	2	2
San Miguel Chicahua	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
San Miguel Chimalapa	5	5	5	5	10	8	5	3	25	20	12	12	6	4	10	7	5	4	4	3	7	2	1	0	1	1	6	2	2	2	2	1	4	2	8	2	4	1	2	0	3	0
San Miguel del Puerto	22	21	30	28	13	10	12	10	8	4	10	9	11	10	10	9	7	4	11	7	3	3	6	3	8	3	6	2	3	3	3	3	3	1	5	0	7	4	2	1	4	1
San Miguel del Río	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
San Miguel Ejutla	0	0	1	1	1	0	1	0	1	0	0	0	2	0	1	1	0	0	2	1	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0
San Miguel el Grande	8	2	0	0	0	0	4	1	1	0	4	0	3	0	3	0	5	0	4	1	1	1	0	0	1	0	6	0	1	0	4	0	5	0	2	0	3	0	5	1	2	0
San Miguel Huautla	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	0	0	0	4	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	0
San Miguel Mixtepec	2	2	2	0	0	0	2	0	1	0	1	1	2	1	3	0	1	0	1	1	2	0	2	0	1	0	4	0	2	0	2	0	3	1	5	0	2	0	2	0	1	0
San Miguel Panixtlahuaca	4	3	10	7	22	22	16	12	8	7	10	9	10	9	11	6	7	7	3	3	3	2	3	2	4	4	4	3	7	3	2	1	7	6	8	6	10	8	5	4	8	7
San Miguel Peras	1	1	5	1	7	2	6	3	3	2	0	0	4	1	1	0	5	2	3	0	5	1	2	0	1	0	0	0	3	1	6	2	0	0	3	0	3	0	0	0	0	0
San Miguel Piedras	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	2	0
San Miguel Quetzaltepec	0	0	2	1	0	0	0	0	0	0	6	2	4	0	10	0	1	0	2	0	1	1	6	1	3	1	5	3	8	3	4	1	3	2	10	3	2	0	6	0	3	2
San Miguel Santa Flor	1	0	2	2	0	0	10	10	3	0	2	0	0	0	1	1	2	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Villa Sola de Vega	14	12	10	5	17	14	18	10	9	7	19	6	15	8	19	10	9	6	13	6	9	5	9	4	6	4	8	5	8	3	6	5	13	6	8	2	11	3	12	4	11	5
San Miguel Soyaltepec	13	5	18	10	15	9	21	7	17	6	25	6	11	6	13	4	19	6	18	7	4	2	12	4	16	4	19	8	16	7	11	5	20	5	13	3	18	6	15	3	18	5
San Miguel Suchixtepec	0	0	3	1	0	0	0	0	0	0	1	0	6	1	1	0	1	0	3	1	0	0	2	0	1	1	3	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0
Villa Talea de Castro	0	0	5	4	0	0	0	0	5	0	2	1	1	1	6	1	1	0	2	0	4	1	1	0	1	0	1	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0
San Miguel Tecomatlán	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
San Miguel Tenango	2	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
San Miguel Tequixtepec	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
San Miguel Tilquiápam	4	3	1	0	1	0	4	3	3	2	1	1	1	0	1	1	2	1	2	0	3	1	3	1	2	1	2	1	2	2	0	0	2	1	4	1	3	2	3	1	0	0
San Miguel Tlacamama	2	2	1	0	7	6	4	3	0	0	1	1	4	4	5	2	2	1	4	4	2	1	0	0	2	2	3	1	2	2	3	1	3	1	2	0	1	0	3	0	1	0
San Miguel Tlacotepec	2	1	0	0	0	0	1	0	3	0	0	0	2	0	0	0	1	0	1	1	0	0	2	0	2	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0
San Miguel Tulancingo	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0
San Miguel Yotao	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
San Nicolás	0	0	0	0	1	1	0	0	1	1	0	0	3	2	2	1	2	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
San Nicolás Hidalgo	0	0	0	0	0	0	2	2	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	1	2	0	1	0	2	1	0	0	1	1	1	0	1	1	1	0
San Pablo Coatlán	2	0	1	1	5	4	1	1	2	1	5	1	1	0	0	0	1	0	1	0	3	2	1	1	3	1	2	0	5	2	0	0	2	1	0	0	3	2	1	1	1	0
San Pablo Cuatro Venados	0	0	1	1	1	1	0	0	2	1	1	0	1	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
San Pablo Etla	3	1	7	2	3	0	4	0	2	0	3	1	1	0	2	0	1	0	4	2	4	0	6	1	3	0	3	0	10	2	5	0	5	0	5	0	9	0	7	1	7	1
San Pablo Huitzo	4	0	0	0	1	0	6	1	6	1	8	1	11	0	2	0	1	1	1	0	2	0	9	0	2	0	6	0	2	1	2	0	2	0	3	0	4	0	5	1	4	1
San Pablo Huixtepec	3	1	4	0	7	3	4	2	5	3	4	3	1	0	1	0	5	0	3	1	4	2	8	1	1	0	3	0	3	0	7	1	8	2	3	0	6	0	4	0	3	1
San Pablo Macuiltianguis	0	0	0	0	1	0	2	0	1	0	0	0	0	0	2	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	3	0	3	0	1	0
San Pablo Tijaltepec	0	0	1	0	0	0	3	0	1	0	1	0	1	0	1	1	2	1	2	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0
San Pablo Villa de Mitla	6	3	5	1	7	2	3	0	9	2	5	1	7	3	3	0	7	1	6	0	5	0	4	1	13	2	6	1	11	0	5	1	13	0	7	0	4	0	5	0	7	0
San Pablo Yaganiza	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
San Pedro Amuzgos	2	1	7	5	8	3	5	4	15	11	4	1	3	2	3	3	7	1	3	1	1	0	2	0	0	0	3	2	6	1	6	2	7	1	6	3	0	0	3	1	3	2
San Pedro Apóstol	5	0	1	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	2	1	5	3	1	0	1	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0
San Pedro Atoyac	5	4	9	8	6	6	5	4	2	2	13	12	8	7	5	3	8	6	9	8	4	2	2	1	4	2	8	6	3	1	2	1	4	3	2	1	5	3	3	2	1	1
San Pedro Cajonos	1	0	0	0	0	0	1	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0
San Pedro Coxcaltepec Cántaros	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0
San Pedro Comitancillo	1	0	0	0	4	0	1	1	2	0	1	0	3	2	1	0	0	0	4	1	0	0	1	0	2	0	2	0	2	0	0	0	5	2	7	1	1	0	2	1	1	0
San Pedro el Alto	1	1	2	0	1	0	0	0	1	0	2	1	3	2	6	3	6	1	2	0	4	2	6	2	3	1	2	1	3	0	1	0	4	1	1	0	3	0	4	2	1	0
San Pedro Huamelula	7	3	8	5	6	0	0	0	3	2	1	1	4	1	1	0	2	2	4	2	2	1	10	4	1	0	7	4	5	1	5	0	5	0	9	0	5	1	2	1	7	2
San Pedro Huilotepec	2	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
San Pedro Ixcatlán	7	5	12	7	15	5	7	3	5	1	4	0	10	4	4	1	6	0	14	1	11	2	5	0	9	3	10	2	6	3	9	4	1	0	6	2	6	3	9	2	10	1
San Pedro Ixtlahuaca	1	0	1	1	4	0	5	1	1	1	4	1	0	0	0	0	3	2	0	0	3	1	1	0	1	0	1	0	2	0	2	2	2	0	3	1	9	4	2	1	4	2
San Pedro Jaltepetongo	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
San Pedro Jicayán	11	6	9	7	10	8	10	9	2	1	11	9	22	14	5	4	4	4	5	4	3	3	11	5	5	0	8	3	3	0	8	3	8	6	3	3	4	0	8	2	8	2
San Pedro Jocotipac	0	0	0	0	2	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1
San Pedro Juchatengo	4	4	0	0	0	0	2	1	2	1	0	0	1	1	3	2	1	0	0	0	0	0	2	0	3	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
San Pedro Mártir	4	1	0	0	2	1	1	1	2	1	1	1	1	0	3	3	0	0	2	0	2	1	2	0	3	2	0	0	4	2	1	0	1	0	1	0	0	0	0	0	0	0
San Pedro Mártir Quiechapa	4	3	0	0	0	0	0	0	1	1	1	1	2	1	3	3	2	0	0	0	3	3	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0
San Pedro Mártir Yucuxaco	3	2	2	1	1	0	0	0	5	0	1	0	0	0	0	0	1	0	2	0	1	1	4	1	3	0	0	0	2	0	1	0	2	0	0	0	1	0	2	0	1	0
San Pedro Mixtepec -Dto. 22 -	25	6	38	19	20	11	26	14	36	19	26	10	25	5	38	18	29	9	33	10	28	12	28	15	26	3	18	10	18	6	22	8	25	4	32	8	22	7	26	8	24	8
San Pedro Mixtepec -Dto. 26 -	2	2	1	0	4	2	0	0	1	0	5	1	4	2	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	3	1	0	0	1	1	1	1
San Pedro Molinos	1	0	0	0	0	0	1	1	0	0	2	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
San Pedro Nopala	0	0	2	1	0	0	1	1	1	0	1	0	0	0	3	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	5	0	1	1	1	0
San Pedro Ocopetatillo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
San Pedro Ocotepec	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	1	1	1	0	3	3	1	0	4	3	3	1
San Pedro Pochutla	28	19	36	20	42	22	41	20	19	10	31	20	33	23	50	30	24	11	30	9	33	23	28	17	21	14	16	5	18	10	26	9	34	13	16	3	20	5	20	5	24	12
San Pedro Quiatoni	4	0	3	0	4	1	3	0	2	0	5	1	2	0	3	0	2	0	2	0	3	1	0	0	2	0	3	0	8	3	8	0	1	0	4	0	5	0	4	0	6	1
San Pedro Sochiápam	4	1	3	3	2	0	0	0	6	6	9	6	5	3	5	3	5	4	3	1	5	5	6	3	1	1	4	4	3	2	2	0	4	1	4	3	4	1	3	0	2	0
San Pedro Tapanatepec	9	5	15	6	20	10	14	12	11	3	18	11	26	8	14	6	17	9	8	4	16	6	8	3	14	2	9	4	8	4	11	3	7	3	8	1	10	2	7	3	6	2
San Pedro Taviche	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
San Pedro Teozacoalco	0	0	0	0	1	0	1	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
San Pedro Teutila	0	0	3	2	6	5	10	6	4	1	2	1	1	1	0	0	4	0	1	1	4	3	1	0	1	0	2	1	6	5	1	0	1	1	5	4	2	1	2	0	4	2
San Pedro Tidaá	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	1	1
San Pedro Topiltepec	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
San Pedro Totolápam	4	4	9	6	2	2	3	2	6	5	7	5	11	10	6	6	5	4	3	1	2	1	2	1	4	2	2	0	0	0	2	1	0	0	2	0	3	1	3	1	1	1
Villa de Tututepec de Melchor Ocampo	56	37	62	40	50	29	58	42	48	38	43	26	58	32	53	29	50	31	41	30	32	21	24	9	29	14	34	15	15	8	25	4	26	9	31	10	22	7	34	19	37	9
San Pedro Yaneri	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	2	0	2	1	0	0	1	1	0	0	0	0	2	0
San Pedro Yólox	0	0	2	0	0	0	5	0	1	0	5	2	2	0	0	0	2	0	0	0	1	0	0	0	1	0	3	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0
San Pedro y San Pablo Ayutla	1	0	2	0	1	1	5	1	1	0	9	0	4	2	3	0	5	0	3	0	1	1	4	1	10	2	8	1	4	2	2	0	1	0	7	2	1	0	4	0	1	0
Villa de Etla	6	1	10	1	15	5	9	1	12	0	16	2	11	0	15	3	7	2	10	1	10	1	11	1	2	0	7	0	3	0	4	0	7	1	5	1	8	1	5	0	7	1
San Pedro y San Pablo Teposcolula	6	1	5	2	7	1	7	1	5	0	6	0	5	2	5	0	1	0	4	1	2	1	3	1	1	0	4	1	1	0	3	0	3	0	5	0	2	0	1	0	6	0
San Pedro y San Pablo Tequixtepec	1	1	4	3	3	0	2	0	3	1	3	0	1	1	0	0	5	0	1	0	2	0	1	0	5	2	0	0	1	1	0	0	1	0	1	0	4	0	3	0	2	0
San Pedro Yucunama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
San Raymundo Jalpan	2	0	2	0	1	0	1	0	1	0	2	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	1	1	0	0
San Sebastián Abasolo	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	3	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
San Sebastián Coatlán	4	0	2	0	6	4	1	1	2	0	1	0	0	0	2	0	3	2	3	1	1	0	0	0	1	0	1	0	4	2	1	0	2	2	1	0	3	3	1	1	0	0
San Sebastián Ixcapa	7	6	9	7	3	3	5	5	3	1	2	2	4	4	7	6	5	4	5	3	2	1	2	1	0	0	7	3	2	2	1	1	1	0	6	1	3	1	1	0	1	0
San Sebastián Nicananduta	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
San Sebastián Río Hondo	0	0	1	0	0	0	3	1	0	0	0	0	2	1	2	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	3	0
San Sebastián Tecomaxtlahuaca	4	2	5	1	4	2	5	2	7	0	7	2	3	1	4	3	12	5	5	3	10	4	2	1	4	1	8	1	8	2	10	3	3	1	9	2	6	3	4	2	9	3
San Sebastián Teitipac	4	0	0	0	4	2	1	1	2	2	3	0	2	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	1	2	0	2	2	1	0	2	1	2	0
San Sebastián Tutla	1	0	1	1	2	0	0	0	3	0	3	0	1	1	1	0	4	0	3	0	2	0	4	0	4	1	3	0	7	1	5	0	5	1	8	1	2	2	7	1	5	2
San Simón Almolongas	2	0	7	5	2	0	0	0	2	0	1	1	3	2	2	0	1	1	0	0	5	0	0	0	3	2	3	1	2	2	9	0	1	0	6	0	1	0	0	0	3	0
San Simón Zahuatlán	1	0	4	2	2	0	4	0	1	0	3	0	3	0	1	0	0	0	3	0	1	0	2	0	1	0	2	1	2	0	4	0	1	0	2	1	0	0	2	0	0	0
Santa Ana	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
Santa Ana Ateixtlahuaca	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Santa Ana Cuauhtémoc	1	0	1	1	2	1	1	1	1	1	4	4	0	0	0	0	1	1	1	0	1	0	1	0	0	0	2	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0
Santa Ana del Valle	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	2	0
Santa Ana Tavela	3	3	2	0	2	1	2	1	0	0	3	3	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	3	2	0	0	2	1	1	1	0	0	1	0
Santa Ana Tlapacoyan	1	0	3	3	2	1	2	1	2	0	3	2	3	0	1	0	2	1	3	2	0	0	0	0	0	0	0	0	1	1	1	0	2	0	2	0	1	0	1	0	0	0
Santa Ana Yareni	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Santa Ana Zegache	1	0	3	1	2	0	1	0	5	2	1	1	1	0	1	1	1	0	0	0	5	1	1	0	4	0	2	0	1	0	1	0	5	0	1	0	2	0	1	0	3	1
Santa Catalina Quierí	2	0	1	0	2	2	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	3	0	1	0	3	1	1	1	0	0	2	1	0	0
Santa Catarina Cuixtla	1	0	0	0	1	0	0	0	1	0	0	0	1	0	4	1	2	0	2	0	2	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
Santa Catarina Ixtepeji	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	2	0	1	0	2	0	4	0	2	0	2	0	1	0	3	0	1	0	3	0	2	0	4	0	2	0
Santa Catarina Juquila	17	13	16	14	17	12	18	15	29	27	14	8	29	21	24	16	16	12	11	5	15	9	11	5	9	1	15	1	8	3	10	4	11	6	3	0	14	7	10	5	12	7
Santa Catarina Lachatao	0	0	0	0	1	0	2	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
Santa Catarina Loxicha	2	1	0	0	3	3	2	1	2	1	2	1	4	3	4	3	2	0	5	1	0	0	0	0	4	1	2	0	2	0	1	1	1	1	3	0	5	2	6	1	4	2
Santa Catarina Mechoacán	3	0	1	1	2	2	1	1	1	1	0	0	4	0	1	1	3	0	1	1	2	2	1	1	2	1	3	2	0	0	2	0	2	1	4	2	4	1	1	0	0	0
Santa Catarina Minas	0	0	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	2	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0
Santa Catarina Quiané	1	0	2	0	0	0	2	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	1	0	1	0
Santa Catarina Tayata	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0
Santa Catarina Ticuá	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0
Santa Catarina Yosonotú	1	0	2	2	1	0	1	1	4	2	0	0	2	1	3	0	1	0	1	0	1	0	1	1	0	0	1	0	2	2	0	0	1	1	1	0	0	0	1	1	0	0
Santa Catarina Zapoquila	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Santa Cruz Acatepec	0	0	1	1	1	0	0	0	1	0	2	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
Santa Cruz Amilpas	3	0	1	0	1	0	2	1	3	2	4	0	3	0	1	1	3	0	4	1	2	1	4	1	2	0	4	0	3	0	3	0	3	0	3	1	5	1	1	0	5	0
Santa Cruz de Bravo	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	4	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Santa Cruz Itundujia	3	2	6	4	11	6	12	9	14	11	3	1	7	4	5	0	8	3	12	4	6	4	12	4	0	0	6	0	10	2	6	3	5	2	7	5	4	2	18	6	9	2
Santa Cruz Mixtepec	1	0	0	0	1	1	2	2	8	5	0	0	1	0	1	0	4	0	1	0	2	1	0	0	4	0	1	0	0	0	3	1	2	0	0	0	2	0	0	0	5	4
Santa Cruz Nundaco	0	0	0	0	0	0	3	2	1	0	3	1	0	0	2	0	0	0	2	0	2	1	2	1	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0
Santa Cruz Papalutla	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	3	0	0	0	2	0
Santa Cruz Tacache de Mina	2	2	0	0	0	0	1	0	3	0	3	0	2	0	5	2	1	1	3	1	1	0	3	0	2	0	5	4	1	1	2	0	1	1	1	0	1	0	0	0	3	2
Santa Cruz Tacahua	0	0	4	0	2	1	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Santa Cruz Tayata	1	1	3	0	0	0	0	0	1	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Santa Cruz Xitla	0	0	2	0	1	0	1	0	1	0	7	1	0	0	1	0	2	0	1	0	3	1	1	0	4	2	3	1	0	0	4	1	0	0	4	1	2	0	1	1	2	0
Santa Cruz Xoxocotlán	16	3	18	3	12	4	18	3	11	3	18	7	21	12	15	2	23	3	19	3	23	1	25	6	29	6	35	5	24	4	27	4	34	7	29	5	28	7	27	6	27	12
Santa Cruz Zenzontepec	9	7	15	6	14	9	16	9	11	10	23	14	14	12	10	8	15	8	16	6	10	5	7	2	7	3	20	8	9	2	7	4	13	9	11	3	13	6	7	2	7	3
Santa Gertrudis	0	0	3	0	0	0	5	3	0	0	3	1	2	0	0	0	5	3	2	1	2	1	1	0	0	0	4	0	0	0	3	1	6	1	1	0	2	0	1	0	8	2
Santa Inés del Monte	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	2	1	3	1	0	0
Santa Inés Yatzeche	2	1	1	0	0	0	2	1	1	1	0	0	3	0	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	3	1	1	1
Santa Lucía del Camino	21	4	12	1	7	0	7	2	14	5	13	2	7	3	7	5	23	3	24	5	14	2	20	1	17	1	19	3	15	1	24	2	25	3	20	4	33	9	24	10	23	5
